I Dare You;Description unavailable;https://www.imdb.com/title/tt0240269/;Genre Unknown;7.0;8;Unknown;
La Güereja y algo más;Description unavailable;https://www.imdb.com/title/tt0240268/;['Comedy', 'Musical', 'Adventure', 'Family'];6.1;13;1998-03-30;
X-Play;X-Play is a TV series starring Adam Sessler, Morgan Webb, and Blair Herter. Adam Sessler & Morgan Webb bring you the latest in video games.;https://www.imdb.com/title/tt0240267/;Talk-Show;8.2;979;1998-07-04;
Fresh Gear;Fresh Gear is a TV series starring Sumi Das, Chris Leary, and Jim Louderback. Jim Louderback & Sumi Das showcase the newest computer technologys.;https://www.imdb.com/title/tt0240266/;Genre Unknown;8.0;17;Unknown;
The Flintstone Kids;The Flintstone Kids is a TV series starring Tress MacNeille, Hamilton Camp, and Peter Cullen. The antics of Fred, Barney, Wilma and Betty as children who live in Bedrock.;https://www.imdb.com/title/tt0240265/;['Animation', 'Comedy', 'Family'];5.9;694;1986-09-06;
First Person;First Person is a TV series starring Errol Morris, Michael Stone, and Charles Butler. Amazing series primarily using Errol Morris' invention the Interrotron for unusual people to tell their outré stories directly into the camera to...;https://www.imdb.com/title/tt0240264/;['Documentary', 'Biography'];8.7;332;2000-02-16;
Les filles du Lido;Les filles du Lido is a TV mini-series starring Annie Girardot, Francis Huster, and Line Renaud. The story of a famous Parisian cabaret and burlesque show establishment, the Lido.;https://www.imdb.com/title/tt0240263/;['Drama', 'History'];7.4;5;Unknown;
Fabian of the Yard;Fabian of the Yard is a TV series starring Bruce Seton, Robert Raglan, and Philip Dale. Dramatization of murder investigations and other criminal cases that Detective Superintendent Robert Fabian, a real-life Scotland Yard Inspector...;https://www.imdb.com/title/tt0240262/;['Crime', 'Drama'];8.0;17;1954-11-13;
Dobro vece, deco;Description unavailable;https://www.imdb.com/title/tt0240261/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Coração;Description unavailable;https://www.imdb.com/title/tt0240260/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Bold Ones: The New Doctors;The Bold Ones: The New Doctors is a TV series starring David Hartman, E.G. Marshall, and John Saxon. The cases of well-respected neurosurgeon Dr. David Craig and his two young charges.;https://www.imdb.com/title/tt0240259/;Drama;7.0;102;1969-09-14;
Big Meg, Little Meg;Big Meg, Little Meg is a TV series starring Carolyn Pickles, Paul Trussell, and Nick Wilton. An ancient magical crystal causes a mother and daughter to swap bodies.;https://www.imdb.com/title/tt0240258/;['Comedy', 'Family', 'Fantasy'];8.3;12;2000-03-01;
O Bem-Amado;Description unavailable;https://www.imdb.com/title/tt0240257/;Genre Unknown;7.5;35;Unknown;
BBC News 24;BBC News 24 is a TV series starring Joanna Lumley, Sally Eden, and Tanya Beckett. The BBC's 24 hour news service, also seen overnight on BBC One.;https://www.imdb.com/title/tt0240256/;News;5.8;146;1997-11-09;
Alexa;Alexa is a TV mini-series starring Isla Blair, Christopher Blake, and Joanna David. About Alexa King, a free-spirited writer from London, her friend Christine, an ex-concert pianist who now lives in deepest Essex, has two children...;https://www.imdb.com/title/tt0240255/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;1982-03-01;
10 jaar kampioen;Description unavailable;https://www.imdb.com/title/tt0240254/;Genre Unknown;3.2;5;1999-08-31;
The Rose Medallion;The Rose Medallion is a TV series starring Anna Nicholas, David Prowse, and Shane Rimmer. When Stanley unearths a skeleton on a building site in Sicily his cousin Harry investigates to find out more about who it was and about a...;https://www.imdb.com/title/tt0239917/;['Drama', 'Mystery'];No Rating;Total Rating Count N/A;1981-08-07;
Kümo Henriette;Description unavailable;https://www.imdb.com/title/tt0239545/;Genre Unknown;7.3;7;1979-08-20;
The Lyricist Lounge Show;The Lyricist Lounge Show is a TV series starring Dread Archie Jr., Tracee Ellis Ross, and Ai Wan. Comedy sketches are performed through hip hop-style rhyming.;https://www.imdb.com/title/tt0239573/;['Comedy', 'Music'];7.2;101;Unknown;
L'isola del tesoro;Description unavailable;https://www.imdb.com/title/tt0239493/;Adventure;7.6;7;1959-02-07;
MTV's Heavy Metal Mania;Description unavailable;https://www.imdb.com/title/tt0239455/;Music;8.6;13;Unknown;
Eat-Man;Eat-Man is a TV series starring Masashi Ebara. Bolt Crank is a man who has the specials ability to turn almost anything he eats into a weapon of choice.;https://www.imdb.com/title/tt0239361/;['Animation', 'Action', 'Adventure', 'Sci-Fi'];7.1;64;1997-01-10;
Dead Last;Dead Last is a TV series starring Sara Downing, Tyler Labine, and Birkett Turton. Three bandmates find a strange amulet that allows them to see and talk to ghosts. They end up helping various ghosts resolve their unfinished business...;https://www.imdb.com/title/tt0239330/;['Adventure', 'Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery'];7.8;261;2001-08-14;
Ernie's Place;Description unavailable;https://www.imdb.com/title/tt0239373/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Eat-Man '98;Eat-Man '98 is a TV series starring Masashi Ebara, David Kaye, and Kelly Sheridan. Bolt Crank, the World's Greatest Mercenary, who has the ability to eat any object, mostly metal and weapons. When the time comes, he can reproduce...;https://www.imdb.com/title/tt0239360/;['Animation', 'Action', 'Adventure', 'Sci-Fi'];6.6;72;1998-10-07;
Dove comincia il sole;Dove comincia il sole is a TV series starring Barbara De Rossi, Anja Kruse, and Christian Kohlund. Elena Amati moves to a new house with her husband Antonio and her two sons, and soon they meet and befriend their new neighbours,...;https://www.imdb.com/title/tt0239354/;Drama;4.0;8;1997-03-21;
Discoring;Description unavailable;https://www.imdb.com/title/tt0239345/;Music;No Rating;Total Rating Count N/A;1977-02-20;
Les nouveaux chevaliers du ciel;Description unavailable;https://www.imdb.com/title/tt0239297/;['Action', 'Adventure', 'Comedy', 'Romance'];6.3;12;1988-03-06;
Palestine: Abdication;Description unavailable;https://www.imdb.com/title/tt0239208/;Documentary;No Rating;Total Rating Count N/A;1978-06-27;
Zivot na zámku;Zivot na zámku is a TV series starring Tomás Töpfer, Katerina Machácková, and Katerina Hrachovcová. In the series Life at the Mansion we get a peak at a very contemporary, very Czech family with all its typical daily pleasures and...;https://www.imdb.com/title/tt0239202/;['Drama', 'Family'];6.1;84;1995-12-11;
What's Up, America?;What's Up, America? is a TV series starring Deborah Harmon. WHAT'S UP AMERICA, (no ? mark) was one of the earliest forays into reality TV (even pre-dating George Schlatter's REAL PEOPLE). It aired on Showtime cable from 1979-1981...;https://www.imdb.com/title/tt0239201/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
De grote prijs Bart Peeters;Description unavailable;https://www.imdb.com/title/tt0239170/;Music;No Rating;Total Rating Count N/A;Unknown;
A Grande Família;A Grande Família is a TV series starring Paulo Araújo, Jorge Dória, and Brandão Filho. Follows the daily lives of a typical Brazilian middle-class family, that are always very close and tries, in their way, to survive the financial...;https://www.imdb.com/title/tt0239169/;Comedy;7.8;16;Unknown;
Fort Boyard 2000;Description unavailable;https://www.imdb.com/title/tt0239167/;['Adventure', 'Game-Show'];8.4;8;Unknown;
Evening Magazine;Evening Magazine is a TV series starring Jonathan Karsh, Malou Nubla, and Mike Rowe. This was a 30 minute program about the Bay Area and various things around there that were interesting.;https://www.imdb.com/title/tt0239166/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Dona Santa;Description unavailable;https://www.imdb.com/title/tt0239165/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Channel 4 News;Channel 4 News is a TV series starring Jon Snow, Krishnan Guru-Murthy, and Cathy Newman. Britain's most in-depth and probing national evening news bulletin, with political reports, interviews with prominent public figures and arts...;https://www.imdb.com/title/tt0239164/;News;5.9;155;1982-11-02;
La calle de las novias;Description unavailable;https://www.imdb.com/title/tt0239163/;['Action', 'Adventure', 'Family'];6.1;13;2000-03-20;
Beat-Club;Beat-Club is a TV series starring Uschi Nerke, Dave Lee Travis, and Gitta Weidhaas. Rock''s legendary performers graced the stage of this famed television show. Performing on television with no time limitations, these artists were...;https://www.imdb.com/title/tt0239161/;Music;8.4;56;1965-09-25;
Musikladen;Musikladen is a TV series starring Manfred Sexauer, Uschi Nerke, and Boney M.. The German translation of the show was: The Music Shop. It was a West German music television programme that ran from 13 December 1972 to 29 November...;https://www.imdb.com/title/tt0239180/;Music;7.6;27;1972-12-13;
BBS Master Control;Description unavailable;https://www.imdb.com/title/tt0239179/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Lyricist Lounge Show;The Lyricist Lounge Show is a TV series starring Dread Archie Jr., Tracee Ellis Ross, and Ai Wan. Comedy sketches are performed through hip hop-style rhyming.;https://www.imdb.com/title/tt0239178/;['Comedy', 'Music'];7.2;101;Unknown;
Kemphanen;Description unavailable;https://www.imdb.com/title/tt0239177/;Animation;No Rating;Total Rating Count N/A;Unknown;
The John Report with Bob;Description unavailable;https://www.imdb.com/title/tt0239176/;Genre Unknown;7.1;7;Unknown;
Jahrestage;Description unavailable;https://www.imdb.com/title/tt0239175/;Drama;7.8;78;2000-11-14;
In a Heartbeat;In a Heartbeat is a TV series starring Shawn Ashmore, Reagan Pasternak, and Danso Gordon. Disney Channel series inspired by real life EMT squads staffed by high school students. It follows the adventures of four high school students...;https://www.imdb.com/title/tt0239174/;Drama;8.2;398;2000-08-26;
Herexamen;Description unavailable;https://www.imdb.com/title/tt0239172/;Game-Show;7.0;9;Unknown;
Bambinot;Description unavailable;https://www.imdb.com/title/tt0239160/;['Comedy', 'Family', 'Sci-Fi'];7.0;41;1984-10-06;
Alice in Wonderland;Description unavailable;https://www.imdb.com/title/tt0239159/;Fantasy;5.7;7;Unknown;
Air Waves;Description unavailable;https://www.imdb.com/title/tt0239158/;Family;8.1;14;1986-01-27;
An Age of Kings;An Age of Kings is a TV series starring Frank Windsor, Julian Glover, and Patrick Garland. A linking together of Shakespeare's history plays chronicling the rise and fall of monarchs over the eighty-six years between Richard II and...;https://www.imdb.com/title/tt0239157/;Drama;8.4;124;1960-04-28;
I Am the Greatest!: The Adventures of Muhammad Ali;I Am the Greatest!: The Adventures of Muhammad Ali is a TV series starring Peter Haskell, Muhammad Ali, and Frank Bannister. An animated series featuring heavyweight boxing legend Muhammad Ali.;https://www.imdb.com/title/tt0239156/;['Animation', 'Family'];6.0;46;1977-09-10;
About Time;About Time is a TV series starring John Berger and Beverly Bancroft. A look at the meaning of time and its effect on our lives.;https://www.imdb.com/title/tt0239155/;Genre Unknown;6.7;6;1985-05-15;
About Religion;About Religion is a TV series starring Tom Driberg, Julien Grenfell, and David King. Weekly religious show.;https://www.imdb.com/title/tt0239154/;Genre Unknown;3.7;6;Unknown;
Alan Melville Takes You from A-Z;Description unavailable;https://www.imdb.com/title/tt0239153/;['Comedy', 'Family', 'Music'];4.2;5;1956-10-12;
This Land;Description unavailable;https://www.imdb.com/title/tt0239198/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Television Newsman;Description unavailable;https://www.imdb.com/title/tt0239197/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Het swingpaleis;Description unavailable;https://www.imdb.com/title/tt0239196/;['Game-Show', 'Music'];3.9;33;Unknown;
Survivor;Survivor is a TV series starring Jeff Probst, Lillian Morris, and Jon Dalton. A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this...;https://www.imdb.com/title/tt0239195/;['Adventure', 'Game-Show', 'Reality-TV'];7.2;22160;2000-05-31;
Spirit of the Yukon;Description unavailable;https://www.imdb.com/title/tt0239194/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Spike Jones Show;Description unavailable;https://www.imdb.com/title/tt0239193/;['Comedy', 'Music'];7.8;17;1957-04-02;
Space Sentinels;Space Sentinels is a TV series starring George DiCenzo, Evan C. Kim, and Dee Timberlake. A trio of teenage superheroes, representing three different racial groups, use their powers to fight against evil forces.;https://www.imdb.com/title/tt0239192/;['Adventure', 'Animation', 'Sci-Fi'];7.2;155;1977-09-10;
Shock Theater;Shock Theater is a TV series starring Ernie Anderson. A hosted horror movie show with Ernest Earle Anderson as "Ghoulardi" on WJW Channel 8 Cleveland Ohio between 1963-1966.;https://www.imdb.com/title/tt0239191/;['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Talk-Show', 'Thriller'];8.5;50;Unknown;
Russell Gilbert Live;Description unavailable;https://www.imdb.com/title/tt0239190/;Comedy;4.9;9;2000-04-08;
Real Life;Description unavailable;https://www.imdb.com/title/tt0239189/;Genre Unknown;4.4;5;Unknown;
Razzle Dazzle;Razzle Dazzle is a TV series starring Alan Hamel, Michele Finney, and John Keogh. Children's variety show on CBC in Canada. Included the puppet Howard the Turtle. Had series segments as part of the show including The Forest Rangers...;https://www.imdb.com/title/tt0239188/;Family;7.6;21;1961-10-02;
Rally;Description unavailable;https://www.imdb.com/title/tt0239187/;Genre Unknown;8.3;20;1989-01-25;
De quizmaster;Description unavailable;https://www.imdb.com/title/tt0239186/;Animation;6.8;13;2000-03-26;
A Question of Sport;A Question of Sport is a TV series starring Sue Barker, Matt Dawson, and Phil Tufnell. Sporting celebrities are quizzed on their own and others' sports.;https://www.imdb.com/title/tt0239185/;['Game-Show', 'Sport'];6.3;1024;1970-01-05;
Prítelkyne z domu smutku;Description unavailable;https://www.imdb.com/title/tt0239184/;Drama;8.0;74;Unknown;
O Olho da Terra;Description unavailable;https://www.imdb.com/title/tt0239183/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;1997-03-10;
Nonkel Jef;Description unavailable;https://www.imdb.com/title/tt0239182/;Comedy;6.0;54;1995-03-25;
Nightmare Ned;Nightmare Ned is a TV series starring Courtland Mead, Brad Garrett, and Victoria Jackson. A Disney show about a timid and imaginative bespectacled eight-year-old boy who, when asleep, must face his daily worries and fears through...;https://www.imdb.com/title/tt0239181/;['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror'];7.9;93;1997-04-19;
